ADC Channels: 512,Number of Acquisitions: 1,Preset Time: 60.0
0,11
1,14
2,9
3,9
4,5
5,9
6,6
7,6
8,12
9,5
10,5
11,9
12,11
13,10
14,12
15,8
16,7
17,10
18,9
19,9
20,3
21,9
22,8
23,4
24,5
25,9
26,10
27,12
28,6
29,15
30,11
31,4
32,3
33,7
34,4
35,11
36,8
37,8
38,10
39,11
40,7
41,10
42,12
43,12
44,11
45,12
46,7
47,10
48,9
49,15
50,11
51,9
52,5
53,13
54,11
55,10
56,7
57,10
58,9
59,9
60,6
61,7
62,13
63,8
64,17
65,13
66,4
67,13
68,8
69,8
70,6
71,9
72,15
73,13
74,16
75,13
76,7
77,10
78,11
79,10
80,11
81,5
82,15
83,10
84,10
85,7
86,5
87,11
88,10
89,14
90,10
91,5
92,8
93,14
94,9
95,11
96,13
97,9
98,13
99,7
100,8
101,9
102,6
103,11
104,9
105,4
106,9
107,8
108,8
109,12
110,9
111,3
112,6
113,9
114,9
115,12
116,7
117,10
118,9
119,11
120,13
121,12
122,10
123,13
124,6
125,6
126,11
127,12
128,12
129,10
130,6
131,11
132,11
133,11
134,16
135,5
136,7
137,6
138,11
139,4
140,6
141,6
142,14
143,9
144,9
145,9
146,8
147,16
148,8
149,17
150,5
151,6
152,6
153,5
154,10
155,12
156,10
157,5
158,11
159,8
160,9
161,12
162,12
163,5
164,15
165,8
166,10
167,14
168,11
169,9
170,7
171,14
172,6
173,10
174,13
175,10
176,12
177,11
178,8
179,7
180,8
181,14
182,9
183,8
184,11
185,8
186,9
187,13
188,11
189,11
190,10
191,13
192,7
193,9
194,7
195,7
196,16
197,12
198,8
199,2
200,10
201,12
202,12
203,13
204,16
205,9
206,5
207,5
208,10
209,10
210,8
211,9
212,8
213,7
214,13
215,17
216,6
217,6
218,8
219,3
220,9
221,5
222,7
223,8
224,8
225,6
226,10
227,7
228,6
229,4
230,12
231,11
232,5
233,9
234,12
235,5
236,8
237,10
238,11
239,11
240,8
241,7
242,12
243,8
244,2
245,12
246,11
247,7
248,12
249,10
250,7
251,7
252,15
253,11
254,7
255,7
256,8
257,6
258,10
259,9
260,9
261,8
262,12
263,9
264,7
265,10
266,10
267,6
268,7
269,6
270,11
271,14
272,6
273,9
274,11
275,9
276,5
277,12
278,7
279,4
280,10
281,11
282,2
283,9
284,12
285,9
286,7
287,9
288,9
289,18
290,13
291,9
292,7
293,3
294,8
295,5
296,11
297,11
298,11
299,11
300,11
301,12
302,8
303,9
304,12
305,10
306,7
307,9
308,6
309,3
310,7
311,5
312,10
313,3
314,11
315,8
316,13
317,11
318,8
319,8
320,5
321,5
322,11
323,11
324,3
325,12
326,14
327,12
328,6
329,9
330,11
331,9
332,7
333,8
334,13
335,14
336,6
337,9
338,6
339,4
340,6
341,10
342,7
343,13
344,7
345,10
346,6
347,14
348,5
349,6
350,8
351,11
352,9
353,5
354,7
355,10
356,13
357,11
358,13
359,12
360,11
361,6
362,9
363,6
364,17
365,8
366,13
367,12
368,6
369,12
370,10
371,11
372,9
373,5
374,13
375,9
376,6
377,7
378,10
379,10
380,5
381,7
382,13
383,8
384,13
385,9
386,7
387,10
388,5
389,6
390,8
391,7
392,9
393,7
394,13
395,6
396,7
397,6
398,6
399,11
400,12
401,10
402,6
403,16
404,6
405,13
406,7
407,9
408,6
409,3
410,10
411,15
412,10
413,10
414,7
415,12
416,9
417,11
418,10
419,9
420,9
421,11
422,6
423,7
424,7
425,6
426,7
427,8
428,8
429,10
430,12
431,12
432,7
433,9
434,11
435,12
436,9
437,10
438,13
439,8
440,10
441,9
442,15
443,8
444,9
445,8
446,12
447,4
448,12
449,11
450,7
451,11
452,16
453,13
454,14
455,14
456,5
457,3
458,16
459,8
460,4
461,10
462,15
463,12
464,13
465,13
466,14
467,6
468,10
469,9
470,6
471,10
472,13
473,8
474,13
475,13
476,8
477,8
478,6
479,8
480,8
481,16
482,10
483,10
484,11
485,8
486,11
487,7
488,6
489,11
490,3
491,4
492,7
493,7
494,12
495,7
496,6
497,12
498,8
499,9
500,8
501,6
502,9
503,11
504,11
505,11
506,11
507,7
508,9
509,11
510,5
511,13
